State,City,Count,Lat,Lng
Florida,Pompano Beach,3,26.241097892857145,-80.22387175000003
Florida,Saint Petersburg,3,27.801401608108097,-82.69287544594599
Florida,Lakeland,3,28.072648833333336,-81.91822166666667
Florida,Maitland,3,28.602178666666664,-81.33534433333334
Texas,Midland,3,31.938586083333334,-102.06556316666668
Texas,Mckinney,3,32.591225333333334,-95.24253399999999
Texas,Lewisville,3,33.057450857142875,-97.016605
California,Fountain Valley,3,33.675442000000004,-117.8602855
California,Fullerton,3,33.79766566666667,-117.87357483333335
California,Studio City,3,33.962838000000005,-118.3457065
California,Agoura Hills,3,34.017647000000004,-118.59835666666667
Georgia,Suwanee,3,34.05015266666667,-84.07635066666666
California,Van Nuys,3,34.09903440000003,-118.41654581999987
California,Valencia,3,34.23069666666667,-118.49575566666665
California,North Hollywood,3,34.27230146666667,-118.54405820000001
North Carolina,Winston Salem,3,36.08703924038453,-80.24199125000003
California,Fresno,3,36.752372633663335,-119.71948912871268
Virginia,Norfolk,3,36.86045449473683,-76.27736449473684
California,Danville,3,37.848204833333334,-121.29165533333332
California,Sonoma,3,38.290011500000006,-122.482428
California,Stanford,3,38.68679266666666,-122.42117866666666
Pennsylvania,Doylestown,3,40.212813749999995,-75.5113115
Pennsylvania,New Hope,3,40.354493500000004,-75.0009145
New Jersey,New Brunswick,3,40.483047908163165,-74.4490678979591
Pennsylvania,Newtown,3,40.501841000000006,-76.82240285714286
New Jersey,Edison,3,40.51654728571429,-74.38772657142856
Pennsylvania,Allentown,3,40.60743660606069,-75.49334118181808
Utah,Park City,3,40.66898200000001,-111.51432374999999
New Jersey,Roseland,3,40.819188499999996,-74.31784350000001
New Jersey,Fort Lee,3,40.856505999999996,-73.96805699999999
Indiana,Fort Wayne,3,41.11194115238093,-85.11763773333331
Connecticut,Fairfield,3,41.184809800000004,-73.25557819999999
Connecticut,Cheshire,3,41.47587766666666,-72.91778633333332
Illinois,Lincolnshire,3,41.652259571428566,-88.05778171428571
Connecticut,Farmington,3,41.760521999999995,-72.76085375000001
Connecticut,Hartford,3,41.77299233333337,-72.69406217777781
Pennsylvania,Erie,3,42.133501475247435,-80.07916804950496
Massachusetts,Amherst,3,42.380508999999996,-72.50062066666666
Massachusetts,Sudbury,3,42.396345499999995,-71.410338
Massachusetts,Belmont,3,42.429595500000005,-71.331902
Massachusetts,North Andover,3,42.55258166666667,-71.18584233333333
Michigan,Lansing,3,42.69048203125001,-84.53295146875
Oregon,Eugene,3,44.04059876923077,-123.09501976923073
Oregon,Lake Oswego,3,45.40860166666667,-122.69930466666666
Minnesota,Saint Cloud,3,45.414484538461544,-94.42297553846153
Oregon,Hillsboro,3,45.489456999999994,-122.96921400000001
North Dakota,Fargo,3,46.89952126666667,-97.0653882666667
Washington,Tacoma,3,47.213137774509754,-122.40011692156851
Washington,Sammamish,3,47.62506666666667,-122.02286533333334
Washington,Bellingham,3,48.775063599999996,-122.26814359999999
Florida,Key Biscayne,2,25.693713,-80.162825
Florida,Miami Lakes,2,25.908706,-80.308662
Florida,Dania,2,26.062416,-80.159667
Florida,Sunrise,2,26.151416,-80.226211
Florida,Deerfield Beach,2,26.26631425,-80.197907
Florida,Sanibel,2,26.458308,-82.100065
Florida,Palm Beach Gardens,2,26.600995,-80.038113
Florida,Oldsmar,2,28.050324,-82.677379
Florida,Tarpon Springs,2,28.1477155,-82.7194245
Texas,Friendswood,2,29.4227875,-94.9961855
Louisiana,Georgia,2,29.840205,-90.988431
Louisiana,Maryland,2,30.4932935,-91.96485849999999
Texas,Seminole,2,32.671912,-102.805355
Arizona,Arizona City,2,32.7505295,-111.6371435
Texas,Southlake,2,32.954198,-97.150475
California,Bonsall,2,33.27616,-117.1941
California,Tustin,2,33.672309,-117.77240520000001
California,Toluca Lake,2,33.786594,-118.298662
California,Hermosa Beach,2,33.86224,-118.39952
California,Altadena,2,33.9909345,-118.21794449999999
Georgia,Kennesaw,2,34.014486,-84.62590900000001
California,Chatsworth,2,34.02704175,-118.45955999999998
California,Camarillo,2,34.154889,-119.06284133333334
California,Gardena,2,35.02527825,-119.440796
New Mexico,Santa Fe,2,35.62408075,-105.99297741666668
North Carolina,Apex,2,35.7031252,-78.8625544
North Carolina,Carrboro,2,35.905477,-79.090077
California,Belvedere Tiburon,2,35.95667275,-120.316271
Oklahoma,Stillwater,2,36.1102195,-97.02207250000002
Colorado,Durango,2,37.30954525,-107.888648
California,Los Altos Hills,2,37.31969575,-122.020386
California,Atherton,2,37.450627,-122.199439
California,Union City,2,37.599463,-122.018884
Virginia,Sandston,2,37.64874425,-77.14910800000001
California,Corte Madera,2,37.9965375,-122.62651149999999
Kentucky,Crestwood,2,38.35977,-85.3963825
Virginia,Harrisonburg,2,38.4521925,-78.87716475
California,Healdsburg,2,38.6167175,-122.854299
Missouri,Chesterfield,2,38.64534225,-90.54187825
Indiana,Austin,2,38.748455,-85.750469
California,Rocklin,2,38.810514,-121.2539065
Maryland,Bowie,2,38.902497,-76.80927557142857
Maryland,Greenbelt,2,38.91821675,-76.881259
Colorado,Monument,2,39.086393,-104.807666
Missouri,Missouri City,2,39.245755,-94.292406
Maryland,Towson,2,39.4215638,-77.0677112
Missouri,Louisiana,2,39.440073,-91.088401
New Jersey,Egg Harbor Township,2,39.51426,-74.61471633333333
New Jersey,Newtonville,2,39.564995,-74.854042
Ohio,West Chester,2,39.5915075,-83.67890075
New Jersey,Atlantic Highlands,2,39.70090075,-74.4256265
Pennsylvania,West Chester,2,39.9595048,-75.652016
Pennsylvania,Bala Cynwyd,2,40.006545,-75.2305915
Pennsylvania,Jenkintown,2,40.099682,-75.10664299999999
Pennsylvania,Plymouth Meeting,2,40.1105745,-75.275594
Pennsylvania,Feasterville Trevose,2,40.15955,-74.96921433333334
Pennsylvania,Horsham,2,40.184292,-75.138014
Pennsylvania,Carlisle,2,40.223228,-77.19502875
Ohio,Russia,2,40.232574,-84.450687
Pennsylvania,Yardley,2,40.245664,-74.845997
Ohio,Delaware,2,40.2678905,-83.066337
New York,Staten Island,2,40.606381,-74.114616
New Jersey,Warren,2,40.629101,-74.532449
New Jersey,Basking Ridge,2,40.682651,-74.573001
New Jersey,Summit,2,40.6892005,-74.330643
New Jersey,Secaucus,2,40.760805,-74.06576
Ohio,Wooster,2,40.8009335,-81.934289
New Jersey,Tenafly,2,40.900273,-74.22491500000001
New Jersey,Teaneck,2,40.9191855,-74.0473545
Connecticut,Darien,2,41.075846,-73.480765
Connecticut,Greenwich,2,41.130806,-73.54988816666666
Connecticut,Orange,2,41.279896,-73.031018
Connecticut,Hamden,2,41.38391325,-72.91582149999999
Illinois,Illinois City,2,41.39753,-90.89959
Indiana,Crown Point,2,41.452976,-87.366434
Ohio,Lakewood,2,41.48199,-81.79819
Iowa,West Des Moines,2,41.5677255,-93.76670475
Iowa,Johnston,2,41.714435,-93.732559
Illinois,Oak Brook,2,41.8189065,-87.945966
Illinois,Arlington Heights,2,41.85490725,-88.2230825
Connecticut,North Canton,2,41.8621095,-73.1852025
Illinois,Elmhurst,2,41.8901865,-87.9438265
Massachusetts,Raynham,2,41.9367,-71.048941
Rhode Island,Cumberland,2,41.967491,-71.43056533333333
Illinois,Rolling Meadows,2,42.074226,-88.026871
Illinois,Buffalo Grove,2,42.180411,-87.960771
Massachusetts,Norwood,2,42.182798,-71.196277
Massachusetts,Weymouth,2,42.212950875,-70.94432637499999
Massachusetts,Brookline,2,42.2673748,-71.1050592
Massachusetts,Hardwick,2,42.347856,-72.225251
Massachusetts,Brighton,2,42.3501,-71.15644
Massachusetts,Charlestown,2,42.382588,-71.065287
Massachusetts,Arlington Heights,2,42.4294146,-71.28358659999999
Michigan,Ferndale,2,42.460586,-83.140675
Massachusetts,Boxborough,2,42.485985,-71.520985
Massachusetts,Marblehead,2,42.492122,-70.85062633333332
Michigan,Wixom,2,42.520533,-83.549145
Michigan,Farmington Hills,2,42.52582625,-83.386471
Michigan,Birmingham,2,42.5558724,-83.2300998
Massachusetts,North Reading,2,42.5764825,-71.0966855
Massachusetts,Newbury,2,42.777524,-70.867246
New Hampshire,Salem,2,42.797032,-71.2229755
New Hampshire,Milford,2,42.82804,-71.643468
New Hampshire,Derry,2,42.847495,-71.88266333333333
Idaho,Eagle,2,43.6993395,-116.401996
Wisconsin,Neshkoro,2,43.9207595,-89.311523
Vermont,Waterbury Center,2,44.32031775,-72.73886325
Minnesota,Excelsior,2,44.9033,-93.56635
Minnesota,Rockville,2,45.47191,-94.34083
Minnesota,Waconia,2,45.4815685,-93.633609
Washington,Kent,2,47.3886120909091,-122.13011963636363
Washington,Bainbridge Island,2,47.647774,-122.538016
Washington,Liberty Lake,2,47.651635,-117.085845
Florida,Hollywood,2,25.968625357142866,-80.24238021428572
Florida,Melbourne Beach,2,28.116668269230765,-80.6258988846154
Florida,Ocala,2,29.163084266666665,-82.14816479999999
Texas,Texas City,2,29.368857000000002,-94.91776259999999
Texas,Sugar Land,2,29.58411614285714,-95.67044785714288
Texas,League City,2,29.801507555555556,-97.07331233333332
Louisiana,Metairie,2,29.927055333333342,-90.1437516666667
Texas,San Marcos,2,29.97648266666667,-97.97182233333335
Texas,Katy,2,30.282461416666667,-95.95062966666666
Texas,Bryan,2,30.67633633333334,-96.36448677777777
Georgia,Savannah,2,32.067032405660356,-81.1007407924527
California,Poway,2,33.005512499999995,-116.93817250000001
Arizona,Glendale,2,33.50329752941177,-112.1963893529412
California,Huntington Beach,2,33.80305967857144,-118.0362803571428
Georgia,Decatur,2,33.82575590909091,-84.27690245454546
South Carolina,Columbia,2,34.01772905263158,-80.99439105263154
California,Ventura,2,34.203347300000004,-119.18863969999998
Georgia,Cumming,2,34.210522000000005,-84.15052740000002
Oklahoma,Edmond,2,35.66905466666666,-97.50239049999999
Arkansas,Bentonville,2,36.33982266666666,-94.12967900000001
Virginia,Virginia Beach,2,36.81131166666666,-76.07469736666667
Missouri,Joplin,2,37.12115633333333,-94.45478633333335
Virginia,Petersburg,2,37.21651242857143,-77.41597785714285
Missouri,Springfield,2,37.32459620833333,-93.11952241666667
California,Orinda,2,37.869648999999995,-122.173856
California,Concord,2,37.91067544444445,-121.98757733333332
California,Larkspur,2,37.97847266666667,-122.60256700000001
California,Sebastopol,2,38.36516233333333,-122.717756
California,Rancho Cordova,2,38.513001200000005,-121.32366640000001
Indiana,Jeffersonville,2,38.520414599999995,-85.80688210000001
California,Auburn,2,39.05803533333333,-120.74072000000001
Nevada,Carson City,2,39.163544909090895,-119.77622600000004
Indiana,Poland,2,39.411193499999996,-86.91700449999999
Colorado,Littleton,2,39.59799984615386,-104.95372756410259
Colorado,Golden,2,39.85795342857143,-105.14769685714285
Illinois,Springfield,2,39.947263129629604,-89.54207381481483
Colorado,Greeley,2,39.947857000000006,-104.44317177777778
Illinois,Rosamond,2,39.998877666666665,-89.06003166666666
New Jersey,Westfield,2,40.06592366666667,-74.87659866666667
Indiana,Anderson,2,40.19645211111112,-85.67311588888889
Pennsylvania,Langhorne,2,40.19733042857143,-74.94367028571428
Ohio,Powell,2,40.200067000000004,-83.0882115
New Jersey,Red Bank,2,40.20148833333334,-74.442543
Pennsylvania,Harrisburg,2,40.27649815686283,-76.87679328431359
Indiana,Zionsville,2,40.289851999999996,-85.943146
New Jersey,Moorestown,2,40.365838999999994,-74.659083875
Pennsylvania,Warrendale,2,40.514608333333335,-80.05199933333334
Pennsylvania,Monroeville,2,40.55214566666667,-79.69620833333333
New Jersey,Highland Park,2,40.62683439999999,-74.485955
New Jersey,Montclair,2,40.82341066666667,-74.21196733333333
New Jersey,Morris Plains,2,40.833898000000005,-74.481652
New Jersey,Mahwah,2,41.057410250000004,-74.14236400000001
Ohio,Youngstown,2,41.09385691666663,-80.65855404629616
Connecticut,Bridgeport,2,41.17463908421058,-73.21048152631599
Wyoming,Cheyenne,2,41.231397199999996,-104.73869669999999
Connecticut,Danbury,2,41.349467142857144,-73.40351714285713
Pennsylvania,Scranton,2,41.40780199999999,-75.65473226315788
Illinois,Chicago Heights,2,41.660351500000004,-87.638817
Ohio,Toledo,2,41.66731505000006,-83.55090366000012
Indiana,South Bend,2,41.678352807692235,-86.25311242307683
Rhode Island,Warwick,2,41.71667585714285,-71.43939542857143
Illinois,Downers Grove,2,41.774294499999996,-88.017032
Connecticut,East Hartford,2,41.81619166666666,-72.69547566666667
Illinois,Oak Park,2,41.866868499999995,-87.76636225000001
Illinois,Northbrook,2,42.04663566666667,-87.88892333333335
Massachusetts,North Billerica,2,42.30490966666667,-71.90720233333333
Michigan,Southfield,2,42.50176418750001,-83.22965343749998
Michigan,Royal Oak,2,42.558058666666675,-83.23171733333334
Massachusetts,Danvers,2,42.562808000000004,-70.9347865
Vermont,White River Junction,2,43.62708066666667,-72.44123066666667
Minnesota,Rochester,2,44.02480728571429,-92.46311714285714
Wisconsin,Mequon,2,44.02492899999999,-89.20002266666665
Maine,Orono,2,44.88575066666667,-68.691129
Minnesota,Stillwater,2,45.03792933333333,-92.87469
Minnesota,Burnsville,2,45.089468600000004,-94.2140212
Oregon,Wilsonville,2,45.291389499999994,-122.820863
Washington,Kennewick,2,46.174868000000004,-119.17151650000001
Washington,Puyallup,2,47.175224625000006,-122.302030125
Washington,Renton,2,47.483864999999994,-122.17387662499999
North Dakota,Grand Forks,2,47.927148666666675,-97.27220544444445
Minnesota,Brooklyn Park,1,45.1107558,-93.3581267
Minnesota,Eagan,1,44.8186994,-93.201483
New Jersey,Long Island City,1,40.7454838,-73.9536799
Tennessee,Utah,1,35.5889903,-88.0636017
Virginia,Herdon,1,38.9701702,-77.3904977
Wisconsin,Fitchburg,1,42.9880423,-89.4610259
Florida,Doral,1,25.8187165,-80.389192
California,Century City,1,34.0571679,-118.4239555
California,Commerce,1,33.9951132,-118.174872
Florida,Davie,1,26.067529,-80.275056
Florida,Pembroke Pines,1,26.09423,-80.2675892
Florida,Lauderhill,1,26.140364,-80.213381
Florida,Wilton Manors,1,26.160363,-80.138934
Florida,North Palm Beach,1,26.8601,-80.0527175
Florida,Brandon,1,27.86883075,-82.39555349999999
Florida,Kenansville,1,27.933215,-81.092447
Florida,Palm Harbor,1,28.04011675,-82.72194775
Florida,Land O Lakes,1,28.24745875,-82.475767
Florida,Cape Canaveral,1,28.394642,-80.614323
Florida,Windermere,1,28.481031,-81.543979
Texas,Pearland,1,29.4362564,-95.3361702
Florida,Coral Springs,1,29.503564,-98.647106
Texas,Webster,1,29.53773,-95.11826
Texas,Tivoli,1,29.6239575,-97.092208
Texas,South Houston,1,29.634629,-95.015468
Florida,Newberry,1,29.6888845,-82.569035
Texas,Canyon Lake,1,29.87622,-98.26167
Texas,Nederland,1,29.9849355,-94.003232
Texas,Kingwood,1,30.033553,-95.261044
Florida,Ponte Vedra Beach,1,30.1197896,-81.39308580000001
Texas,The Woodlands,1,30.136972,-95.46836
Texas,Chappell Hill,1,30.156759,-96.278602
Florida,Atlantic Beach,1,30.33441,-81.3987
Florida,Miramar Beach,1,30.3889255,-86.40787599999999
Louisiana,Madisonville,1,30.4056105,-90.14966050000001
Texas,College Station,1,30.6195445,-96.32831499999999
Texas,Temple,1,31.408751625,-97.061579625
Texas,West Lake Hills,1,31.6109965,-97.51355000000001
South Carolina,Hilton Head Island,1,32.2275722,-80.7439664
Mississippi,Ridgeland,1,32.539256,-90.1139965
Georgia,Fort Valley,1,32.560698,-83.854528
Texas,Mansfield,1,32.5669575,-97.143257
California,Boulevard,1,32.66367,-116.27363
Mississippi,Flowood,1,32.667755,-90.601506
Texas,Coppell,1,32.8672235,-96.892147
California,El Cajon,1,32.8711785,-116.89258083333334
California,Del Mar,1,32.95949,-117.26531
Texas,Newark,1,33.006977,-97.492336
California,Cardiff By The Sea,1,33.023042,-117.274469
Texas,Farmers Branch,1,33.0724885,-96.637562
Texas,The Colony,1,33.077136,-96.901605
Texas,Anna,1,33.323709,-96.524804
South Carolina,Sweden,1,33.379043,-81.135101
South Carolina,Norway,1,33.45182,-81.12538
California,Dana Point,1,33.485903,-117.696366
Georgia,Stockbridge,1,33.5471125,-84.209361
California,Laguna Niguel,1,33.571789,-117.75427133333334
South Carolina,Myrtle Beach,1,33.695896,-78.940807625
Georgia,Douglasville,1,33.7167744,-84.75970679999999
Alabama,America,1,33.737886,-87.252502
California,Rancho Mirage,1,33.73974,-116.41279
Georgia,Smyrna,1,33.8583515,-84.5595145
Arkansas,Gurdon,1,33.889086,-93.132026
Georgia,Chamblee,1,33.892047,-84.298813
Georgia,Dunwoody,1,33.946213,-84.334647
South Carolina,Scranton,1,33.9595515,-79.7213705
California,Hacienda Heights,1,33.976114,-117.981631
North Carolina,Kure Beach,1,33.986817,-77.920117
California,San Gabriel,1,34.02206325,-118.14725425
California,Diamond Bar,1,34.02862,-117.81034
California,West Los Angeles,1,34.046399,-118.448135
California,Temple City,1,34.10723,-118.05785
California,Glendora,1,34.1379465,-117.848332
California,Oxnard,1,34.1411319,-119.17503219999999
California,La Canada Flintridge,1,34.14647,-117.756784
California,Redlands,1,34.19299,-116.92341819999999
South Carolina,Mt Pleasant,1,34.312508,-81.64497933333332
Arkansas,England,1,34.5431495,-91.87652650000001
Alabama,Valhermoso Springs,1,34.549094,-86.693983
California,Loma Linda,1,34.577035,-116.39422166666668
Georgia,Cleveland,1,34.610466,-83.74615
North Carolina,Lumberton,1,34.623984,-79.01237875
South Carolina,Pendleton,1,34.6423285,-82.7270815
Oklahoma,Snyder,1,34.73647,-97.8839805
South Carolina,Mauldin,1,34.77873,-82.31012
Arkansas,North Little Rock,1,34.787805,-92.28456614285713
Alabama,Florence,1,34.8683655,-87.68552366666667
California,Boulder Creek,1,34.954158,-119.30781300000001
California,Santa Maria,1,35.004409625,-120.33762112499998
South Carolina,Fort Mill,1,35.0397856,-80.95052519999999
North Carolina,Murphy,1,35.061177,-84.052954
Arkansas,Conway,1,35.0794856,-92.39948799999999
North Carolina,Hillsborough,1,35.173644,-78.855682
Tennessee,Arlington,1,35.292102,-89.752615
Tennessee,Germantown,1,35.3418008,-89.2314034
Tennessee,Tullahoma,1,35.361466,-86.2233215
California,Paso Robles,1,35.680788,-120.75577733333334
North Carolina,Garner,1,35.71126,-78.61417
North Carolina,Lexington,1,35.8355744,-80.25608300000002
Arkansas,Egypt,1,35.863996,-90.94278
North Carolina,Tarboro,1,35.925547,-77.5001055
North Carolina,Wake Forest,1,35.977761,-78.501251
Oklahoma,Kansas,1,36.20509,-94.79773
Missouri,Netherlands,1,36.299233,-89.751194
Arkansas,Rogers,1,36.356792,-94.07634
Missouri,Clarkton,1,36.45173,-89.96704
Missouri,Isabella,1,36.5809,-92.61267
Missouri,Reeds Spring,1,36.6938335,-93.3570195
Missouri,Fremont,1,36.95227,-91.1643
Arizona,Colorado City,1,36.974658,-112.978914
Virginia,Hampton,1,37.0645581875,-76.48701106249999
New Jersey,Monroe Township,1,37.285693,-98.021311
Virginia,Williamsburg,1,37.29462675,-76.72502725000001
Virginia,Bedford,1,37.336027,-79.522585
California,Alviso,1,37.42605,-121.97524
Virginia,Salem,1,37.4546105,-79.293807
Virginia,Midlothian,1,37.4982045,-77.66931550000001
California,Moss Beach,1,37.52904,-122.51127
California,Modesto,1,37.6443259,-120.97523670000001
California,Martinez,1,37.6806815,-122.271503
Kentucky,Elizabethtown,1,37.7041405,-85.9276225
Missouri,Greenfield,1,38.0160186,-92.6354886
California,Clements,1,38.211127,-121.044252
Illinois,Mount Vernon,1,38.275826,-88.894919
California,Rohnert Park,1,38.4043755,-122.8441865
Missouri,Union,1,38.4183845,-90.9531975
Colorado,Montrose,1,38.47483925,-107.82682375
Illinois,Swansea,1,38.512111,-89.905289
California,Saint Helena,1,38.5278605,-122.441468
California,Mather,1,38.554406,-121.28181
California,Albany,1,38.5565175,-123.033455
Missouri,Ballwin,1,38.61309775,-90.48741125000001
California,El Dorado Hills,1,38.6815595,-120.945413
Missouri,Maryland Heights,1,38.723951,-90.447418
Ohio,Portsmouth,1,38.78765,-82.9244625
Nevada,Gardnerville,1,38.86214775,-119.6499865
Virginia,West Mclean,1,38.8865175,-77.241451
Virginia,Oakton,1,38.892796,-77.329906
California,South Lake Tahoe,1,38.8978269,-120.0124806
Maryland,Southern Md Facility,1,38.946658,-76.674494
Missouri,Moscow Mills,1,38.948248,-90.913818
Maryland,Takoma Park,1,38.981374,-77.0051095
Maryland,Maryland Line,1,39.023016,-76.89523575
Virginia,Purcellville,1,39.157683,-77.71857349999999
Ohio,Franklin Furnace,1,39.249334,-83.800705
Maryland,Dundalk,1,39.269326,-76.486827
Maryland,Catonsville,1,39.27595475,-76.7380815
Maryland,Marriottsville,1,39.3356605,-76.913588
Ohio,Athens,1,39.339279,-82.013803
Colorado,Castle Rock,1,39.36959025,-104.85867875
Maryland,Pikesville,1,39.378742,-76.7418385
Maryland,Reisterstown,1,39.473582,-76.8044115
Maryland,Belcamp,1,39.47366,-76.238835
Maryland,Hunt Valley,1,39.480493,-76.655257
Colorado,Conifer,1,39.5063485,-105.2895815
Maryland,Fallston,1,39.529823,-76.445888
Delaware,Delaware City,1,39.57789,-75.58882
Indiana,Greenwood,1,39.61316,-86.15565233333332
West Virginia,Morgantown,1,39.630586,-79.9585453
Colorado,Wheat Ridge,1,39.6495,-105.1660635
Missouri,Martinsburg,1,39.6963875,-93.29285675
New Jersey,Berlin,1,39.7699785,-74.94094899999999
Delaware,Claymont,1,39.8068125,-75.4629185
Ohio,Jerusalem,1,39.82588,-81.123561
New Jersey,Cedar Grove,1,39.83587575,-74.87114625
Pennsylvania,Chadds Ford,1,39.865567,-75.557698
Utah,Murray,1,39.8802835,-111.54298800000001
Pennsylvania,Scotland,1,39.970229,-77.590358
New Jersey,Mount Laurel,1,39.97579,-74.8951265
Pennsylvania,Newtown Square,1,39.9851205,-75.407902
New Jersey,Hainesport,1,39.987212,-74.829308
Ohio,North Hampton,1,39.989309,-83.938933
Pennsylvania,Wynnewood,1,39.9945565,-75.273101
New Jersey,Cinnaminson,1,39.996779,-74.99267
Ohio,Westlake,1,40.0133052,-83.5886138
Pennsylvania,Narberth,1,40.020911,-75.259975
Pennsylvania,Villanova,1,40.0290095,-75.3678795
Pennsylvania,Elkins Park,1,40.0760325,-75.12917949999999
Ohio,Westerville,1,40.08117475,-82.9202385
New Jersey,Lakewood,1,40.0856455,-74.20607150000001
West Virginia,Triadelphia,1,40.1025125,-80.61175850000001
Pennsylvania,Ellsworth,1,40.106087,-80.022093
Pennsylvania,Ambler,1,40.180876,-75.215621
Pennsylvania,Hatboro,1,40.182406,-75.106265
Ohio,Lewis Center,1,40.187886,-82.987804
Pennsylvania,Audubon,1,40.211896,-75.35586
Pennsylvania,Lansdale,1,40.228535,-75.297369
Pennsylvania,Bryn Mawr,1,40.2297075,-77.59699850000001
Nebraska,Virginia,1,40.24583,-96.49696
Pennsylvania,Jamison,1,40.254157,-75.08854
New Jersey,Manalapan,1,40.282353,-74.346565
Pennsylvania,Bridgeport,1,40.2940498,-77.6045996
New Jersey,Lawrenceville,1,40.29733,-74.729605
Pennsylvania,Bethel Park,1,40.32757,-80.0395
New Jersey,Morganville,1,40.33953,-74.29394
New Jersey,Plainsboro,1,40.342197,-74.582062
New Jersey,Lincroft,1,40.346629,-74.125401
Ohio,West Mansfield,1,40.35745625,-83.92549400000001
Pennsylvania,Bridgeville,1,40.3647915,-80.10186300000001
New Jersey,Morristown,1,40.365839,-74.65908387500001
Pennsylvania,Pipersville,1,40.4173445,-75.120214
New Jersey,Kendall Park,1,40.422955,-74.549761
New Jersey,Parlin,1,40.4577115,-74.3086905
Utah,Alpine,1,40.459133,-111.773164
Pennsylvania,Quakertown,1,40.462186,-75.30726200000001
Ohio,Toronto,1,40.469391,-80.64395400000001
Ohio,Amsterdam,1,40.472134,-80.973297
Utah,Heber City,1,40.497844,-111.3530025
Ohio,New Albany,1,40.513697,-81.8251315
Ohio,Clyde,1,40.5245832,-82.9503094
Pennsylvania,Breinigsville,1,40.53676,-75.6313
New Jersey,Metuchen,1,40.547882,-74.34334050000001
Ohio,New Hampshire,1,40.55616,-83.95272
Pennsylvania,Ambridge,1,40.600494,-80.210521
New Jersey,Whitehouse Station,1,40.61538,-74.770441
New Jersey,North Bergen,1,40.6185124,-74.3389938
New Jersey,North Brunswick,1,40.6185124,-74.3389938
New Jersey,Linden,1,40.6210285,-74.2298475
New Jersey,Franklin Park,1,40.6509682,-74.5913594
New Jersey,Bayonne,1,40.670858,-74.109486
Utah,South Salt Lake,1,40.718835,-111.888269
New York,Hempstead,1,40.724066,-73.60846333333332
New York,Patchogue,1,40.724819,-73.00997050000001
